MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:89109	D11Mit26	D11Mit26		good	11	60325202	60325392					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102282	D11Mit317	D11Mit317		good	11	61243190	61243308					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101216	D11Mit275	D11Mit275		good	11	61387155	61387246					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101231	D11Mit260	D11Mit260		good	11	61609496	61609590					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89042	D11Mit157	D11Mit157		good	11	61805969	61806113					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101230	D11Mit261	D11Mit261		good	11	61964703	61964810					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105811	D11Mit350	D11Mit350		good	11	63107843	63107938					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101249	D11Mit242	D11Mit242		good	11	63242083	63242198					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89041	D11Mit156	D11Mit156		good	11	63323910	63324021					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102283	D11Mit339	D11Mit339		good	11	63806439	63806563					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89063	D11Mit177	D11Mit177		good	11	65026387	65026517					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101215	D11Mit276	D11Mit276		good	11	65144159	65144292					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88994	D11Mit113	D11Mit113		good	11	66363665	66363809					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89098	D11Mit209	D11Mit209		good	11	66722676	66722770					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89169	D11Mit89	D11Mit89		good	11	66939507	66939655					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89129	D11Mit5	D11Mit5		good	11	67000867	67001087					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105812	D11Mit351	D11Mit351		good	11	67330551	67330659					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101194	D11Mit297	D11Mit297		good	11	67438469	67438593					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88996	D11Mit115	D11Mit115		good	11	67452674	67452770					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613834	D11Mit27.1	D11Mit27.1		good	11	67870037	67870177					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89110	D11Mit27	D11Mit27		good	11	67870192	67870293					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90785	D11Mit1000	D17Mit144		good	11	68314228	68314371					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101214	D11Mit277	D11Mit277		good	11	68365190	68365313					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89111	D11Mit28	D11Mit28		good	11	68373862	68374010					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89123	D11Mit4	D11Mit4		good	11	68422759	68423006					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108629	D11Mit368	D11Mit368		good	11	68852573	68852691					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613836	D11Mit278.2	D11Mit278.2		good	11	69101045	69101159					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101213	D11Mit278	D11Mit278		good	11	69101109	69101222					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613835	D11Mit278.1	D11Mit278.1		good	11	69101225	69101371					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613837	D11Mit298.5	D11Mit298.5		good	11	69339855	69339980					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101193	D11Mit298	D11Mit298		good	11	69339966	69340164					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613823	D11Mit107.1	D11Mit107.1		good	11	69401149	69401258					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88987	D11Mit107	D11Mit107		good	11	69401199	69401486					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89138	D11Mit60	D11Mit60		good	11	69547160	69547464					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89114	D11Mit31	D11Mit31		good	11	69606426	69606581					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89112	D11Mit29	D11Mit29		good	11	69607483	69607623					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89113	D11Mit30	D11Mit30		good	11	69607486	69607663					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101248	D11Mit243a	D11Mit243	D11Mit243b	2+	11	69850000		11	44.96	40.96	42.97	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:89170	D11Mit90	D11Mit90		good	11	70313264	70313413					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89100	D11Mit210	D11Mit210		good	11	70433376	70433505					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102286	D11Mit320	D11Mit320		good	11	70766870	70766988					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101212	D11Mit279	D11Mit279		good	11	71514491	71514597					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106936	D11Mit364	D11Mit364		good	11	72046291	72046406					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101272	D11Mit219	D11Mit219		good	11	72132472	72132603					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89081	D11Mit194	D11Mit194		good	11	73202815	73202944					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105813	D11Mit352	D11Mit352		good	11	74520737	74520977					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89148	D11Mit7	D14Mit6	M119	good	11	75901156	75901302					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90065	D14Mit6	M119		good	11	75901156	75901302					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102287	D11Mit321	D11Mit321		good	11	75911875	75912072					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102288	D11Mit322	D11Mit322		good	11	76392825	76392936					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108633	D11Mit372	D11Mit372		good	11	76705265	76705402					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101247	D11Mit244	D11Mit244		good	11	76723376	76723465					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88997	D11Mit116	D11Mit116		good	11	76750327	76750461					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101246	D11Mit245	D11Mit245		good	11	76777286	76777433					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101211	D11Mit280	D11Mit280		good	11	76866991	76867100					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88998	D11Mit117	D11Mit117		good	11	78583712	78583821					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3620820	D11Mit246b	D11Mit246	D11Mit246a	good	11	78691947	78692048					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89028	D11Mit144	D11Mit144		good	11	78732968	78733110					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89176	D11Mit96	D11Mit96		good	11	78925243	78925397					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89117	D11Mit34	D11Mit34		good	11	79078681	79078829					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89124	D11Mit40	D11Mit40		good	11	79078685	79078891					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89115	D11Mit32	D11Mit32		good	11	79082743	79082903					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89174	D11Mit94	D11Mit94		good	11	79088251	79088376					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106938	D11Mit366	D11Mit366		good	11	79128063	79128176					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101229	D11Mit262	D11Mit262		good	11	79579406	79579508					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89159	D11Mit8	D11Mit8		good	11	79736435	79736588					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89175	D11Mit95	D11Mit95		good	11	79900839	79901000					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:88999	D11Mit118	D11Mit118		good	11	80388090	80388260					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89172	D11Mit92	D11Mit92		good	11	80618403	80618536					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106937	D11Mit365	D11Mit365		good	11	81057290	81057389					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:101244	D11Mit247	D11Mit247		good	11	81057290	81057389					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102285	D11Mit319	D11Mit319		good	11	81075194	81075298					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89173	D11Mit93	D11Mit93		good	11	81577614	81577814					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89116	D11Mit33	D11Mit33		good	11	81588751	81588878					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613847	D11Mit68.1	D11Mit68.1		good	11	81631952	81632066					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89146	D11Mit68	D11Mit68		good	11	81631984	81632207					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89120	D11Mit37	D11Mit37		good	11	81753012	81753149					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105815	D11Mit354	D11Mit354		good	11	82476229	82476329					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:89144	D11Mit66	D11Mit66		good	11	82507720	82507874					marker maps to one location; map position interpolated to revised Shifman SNP map
